orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
415,2024-02-06,2024-02-06,Processing,27,3141.46,PayPal
416,2024-09-13,2024-09-13,Cancelled,181,6668.11,PayPal
417,2024-02-10,2024-02-10,Cancelled,884,2436.46,Cash
418,2024-05-29,2024-05-29,Shipped,584,7561.05,Credit Card
419,2024-08-27,2024-08-27,Cancelled,384,325.0,Bank Transfer
420,2024-02-07,2024-02-07,Cancelled,111,3522.3,Bank Transfer
421,2024-01-18,2024-01-18,Processing,419,1969.39,Bank Transfer
422,2024-07-07,2024-07-07,Shipped,142,4512.84,Bank Transfer
423,2024-02-13,2024-02-13,Cancelled,274,5335.09,Cash
424,2024-06-29,2024-06-29,Processing,361,8561.3,PayPal
425,2024-11-04,2024-11-04,Cancelled,159,8212.01,PayPal
426,2024-06-13,2024-06-13,On Hold,989,2068.86,Credit Card
427,2024-02-17,2024-02-17,On Hold,634,4305.03,Credit Card
428,2024-05-12,2024-05-12,Processing,128,4760.4,PayPal
429,2024-05-25,2024-05-25,Processing,426,658.75,Bank Transfer
430,2024-06-16,2024-06-16,Shipped,244,6574.54,Credit Card
431,2024-11-25,2024-11-25,Shipped,70,9468.04,Credit Card
432,2024-05-08,2024-05-08,Processing,460,1354.68,Cash
433,2024-04-24,2024-04-24,Processing,374,1166.84,Bank Transfer
434,2024-06-05,2024-06-05,Cancelled,59,4206.75,Credit Card
435,2024-08-23,2024-08-23,On Hold,838,8309.25,Cash
436,2024-01-21,2024-01-21,Processing,603,3188.25,Credit Card
437,2024-07-10,2024-07-10,Shipped,139,9563.11,Cash
438,2024-07-07,2024-07-07,Shipped,279,3670.53,Cash
439,2024-01-13,2024-01-13,On Hold,239,969.24,PayPal
440,2024-06-28,2024-06-28,On Hold,908,7635.89,Cash
441,2024-08-21,2024-08-21,Shipped,857,1113.41,PayPal
442,2024-07-18,2024-07-18,Cancelled,476,624.2,Credit Card
443,2024-08-31,2024-08-31,Shipped,65,3168.96,Credit Card
444,2024-11-19,2024-11-19,Cancelled,346,7293.5,Bank Transfer
445,2024-03-14,2024-03-14,Shipped,91,3724.28,Cash
446,2024-06-22,2024-06-22,Cancelled,197,1948.63,Credit Card
447,2024-02-03,2024-02-03,Cancelled,43,3482.88,Credit Card
448,2024-08-09,2024-08-09,Cancelled,118,9904.28,Credit Card
449,2024-06-09,2024-06-09,Cancelled,346,2312.72,Bank Transfer
450,2024-08-30,2024-08-30,Processing,957,8794.12,PayPal
451,2024-03-08,2024-03-08,Shipped,972,9151.27,Cash
452,2024-09-10,2024-09-10,Shipped,672,5980.7,Cash
453,2024-02-20,2024-02-20,Cancelled,111,1975.83,PayPal
454,2024-08-02,2024-08-02,Cancelled,800,733.87,Cash
455,2024-06-10,2024-06-10,Cancelled,445,7918.64,Bank Transfer
456,2024-06-16,2024-06-16,Cancelled,742,3801.07,Cash
457,2024-01-01,2024-01-01,On Hold,439,3129.25,Credit Card
458,2024-02-07,2024-02-07,Processing,439,7021.59,PayPal
459,2024-09-17,2024-09-17,Processing,360,8779.67,PayPal
460,2024-07-13,2024-07-13,Cancelled,927,6163.66,PayPal
461,2024-10-10,2024-10-10,On Hold,953,3836.83,Cash
462,2024-06-26,2024-06-26,On Hold,812,9812.1,Credit Card
463,2024-10-02,2024-10-02,On Hold,792,9232.92,Cash
464,2024-08-11,2024-08-11,Cancelled,245,5706.16,Credit Card
465,2024-04-22,2024-04-22,On Hold,75,6843.52,Cash
466,2024-10-10,2024-10-10,On Hold,137,7303.88,Credit Card
467,2024-01-13,2024-01-13,Processing,422,3813.62,Cash
468,2024-10-05,2024-10-05,Cancelled,104,443.31,PayPal
469,2024-08-07,2024-08-07,Shipped,450,2417.77,Credit Card
470,2024-04-05,2024-04-05,Shipped,391,3737.18,Bank Transfer
471,2024-04-02,2024-04-02,Cancelled,736,8422.89,Bank Transfer
472,2024-07-12,2024-07-12,Processing,561,260.95,Cash
473,2024-11-22,2024-11-22,Cancelled,541,9327.16,Cash
474,2024-03-12,2024-03-12,Shipped,361,6988.03,Bank Transfer
475,2024-03-27,2024-03-27,Cancelled,728,857.72,Credit Card
476,2024-04-19,2024-04-19,Cancelled,212,7854.14,Cash
477,2024-04-16,2024-04-16,Shipped,409,9912.67,Credit Card
478,2024-05-11,2024-05-11,On Hold,803,7229.52,Bank Transfer
479,2024-06-18,2024-06-18,Cancelled,687,3187.8,Cash
480,2024-03-15,2024-03-15,Cancelled,173,7230.59,Cash
481,2024-09-29,2024-09-29,Processing,289,6675.01,Cash
482,2024-10-06,2024-10-06,Shipped,751,6449.28,Credit Card
483,2024-06-01,2024-06-01,On Hold,806,3547.15,Credit Card
484,2024-08-28,2024-08-28,On Hold,837,1515.24,Credit Card
485,2024-07-18,2024-07-18,On Hold,783,2176.75,PayPal
486,2024-11-07,2024-11-07,On Hold,584,1737.76,PayPal
487,2024-10-19,2024-10-19,Processing,575,1582.9,Cash
488,2024-02-25,2024-02-25,Processing,918,7205.5,Credit Card
489,2024-01-25,2024-01-25,Processing,354,1420.51,Cash
490,2024-10-29,2024-10-29,On Hold,243,8728.39,PayPal
491,2024-10-03,2024-10-03,On Hold,81,1145.11,Bank Transfer
492,2024-10-31,2024-10-31,Shipped,647,6217.39,PayPal
493,2024-02-26,2024-02-26,Processing,974,1096.78,Credit Card
494,2024-01-30,2024-01-30,Shipped,494,4024.18,PayPal
495,2024-08-09,2024-08-09,On Hold,306,833.66,Bank Transfer
496,2024-04-18,2024-04-18,On Hold,225,2040.3,PayPal
497,2024-01-16,2024-01-16,Shipped,778,103.54,PayPal
498,2024-10-11,2024-10-11,Cancelled,913,2244.94,Credit Card
499,2024-03-20,2024-03-20,On Hold,787,8991.91,Credit Card
500,2024-05-14,2024-05-14,Cancelled,236,2952.13,Bank Transfer
501,2024-06-18,2024-06-18,Shipped,259,6328.38,Bank Transfer
502,2024-07-16,2024-07-16,On Hold,562,1199.09,Bank Transfer
503,2024-10-04,2024-10-04,Processing,49,9374.16,Bank Transfer
504,2024-11-15,2024-11-15,Processing,748,4805.1,Cash
505,2024-08-27,2024-08-27,Processing,291,9468.29,Cash
506,2024-04-05,2024-04-05,Processing,307,6481.83,Cash
507,2024-06-14,2024-06-14,Shipped,276,5244.53,Cash
508,2024-05-19,2024-05-19,On Hold,27,9738.08,Credit Card
509,2024-11-02,2024-11-02,Shipped,139,5400.78,Bank Transfer
510,2024-08-20,2024-08-20,On Hold,507,5889.11,Bank Transfer
511,2024-04-11,2024-04-11,Cancelled,393,9097.44,Cash
512,2024-03-06,2024-03-06,Cancelled,833,8725.08,Credit Card
513,2024-05-29,2024-05-29,Processing,30,1988.12,PayPal
514,2024-01-30,2024-01-30,Shipped,928,880.6,Bank Transfer
515,2024-05-29,2024-05-29,On Hold,847,4546.12,PayPal
516,2024-02-01,2024-02-01,On Hold,843,3044.72,Cash
517,2024-10-02,2024-10-02,Processing,959,3318.58,Credit Card
518,2024-10-17,2024-10-17,Cancelled,331,5827.69,Credit Card
519,2024-04-25,2024-04-25,Shipped,366,2277.08,PayPal
520,2024-06-24,2024-06-24,Shipped,802,5377.36,Cash
521,2024-05-29,2024-05-29,Shipped,26,612.45,Bank Transfer
522,2024-11-12,2024-11-12,Shipped,265,4448.04,Credit Card
523,2024-03-22,2024-03-22,Cancelled,19,7362.04,Cash
524,2024-09-06,2024-09-06,Shipped,50,161.44,PayPal
525,2024-02-05,2024-02-05,Processing,250,3788.43,Bank Transfer
526,2024-10-28,2024-10-28,On Hold,677,7161.33,Credit Card
527,2024-10-01,2024-10-01,Shipped,753,7700.45,Credit Card
528,2024-06-18,2024-06-18,Shipped,54,461.77,Bank Transfer
529,2024-05-26,2024-05-26,On Hold,632,222.87,Bank Transfer
530,2024-06-04,2024-06-04,Shipped,976,2457.89,Credit Card
531,2024-09-05,2024-09-05,On Hold,443,6226.37,Bank Transfer
532,2024-04-23,2024-04-23,Processing,904,1527.35,Credit Card
533,2024-05-11,2024-05-11,On Hold,195,7852.09,Bank Transfer
534,2024-07-05,2024-07-05,On Hold,188,9623.71,Credit Card
535,2024-01-15,2024-01-15,Cancelled,247,1266.71,Cash
536,2024-01-28,2024-01-28,On Hold,346,2610.25,Cash
537,2024-03-12,2024-03-12,Shipped,366,684.57,PayPal
538,2024-11-13,2024-11-13,On Hold,828,2587.68,Credit Card
539,2024-03-03,2024-03-03,On Hold,312,6440.19,Credit Card
540,2024-01-14,2024-01-14,Cancelled,622,2234.38,Cash
541,2024-06-19,2024-06-19,Processing,243,5922.38,PayPal
542,2024-04-02,2024-04-02,On Hold,675,1355.17,Cash
543,2024-07-25,2024-07-25,Cancelled,671,8260.45,Credit Card
544,2024-05-03,2024-05-03,Processing,150,8166.73,Bank Transfer
545,2024-01-25,2024-01-25,On Hold,579,7873.44,Bank Transfer
546,2024-03-13,2024-03-13,Processing,854,1895.03,Credit Card
547,2024-04-05,2024-04-05,Processing,838,8640.32,Credit Card
548,2024-09-01,2024-09-01,Shipped,809,4121.85,Bank Transfer
549,2024-09-30,2024-09-30,Shipped,709,8523.24,Cash
550,2024-01-31,2024-01-31,Cancelled,1,9987.6,Credit Card
551,2024-11-08,2024-11-08,Cancelled,476,9468.49,Cash
552,2024-10-13,2024-10-13,On Hold,60,7643.21,Cash
553,2024-01-29,2024-01-29,Processing,207,2018.26,Bank Transfer
554,2024-03-07,2024-03-07,Processing,97,8074.11,Cash
555,2024-01-23,2024-01-23,Cancelled,961,8302.82,PayPal
556,2024-09-25,2024-09-25,On Hold,979,3722.89,Bank Transfer
557,2024-01-16,2024-01-16,Processing,206,2195.76,Cash
558,2024-04-14,2024-04-14,On Hold,733,4956.73,Credit Card
559,2024-08-24,2024-08-24,Shipped,447,9398.4,Cash
560,2024-03-17,2024-03-17,Shipped,771,8103.19,Bank Transfer
561,2024-09-04,2024-09-04,Processing,140,2841.71,Credit Card
562,2024-11-05,2024-11-05,Processing,149,8188.47,Credit Card
563,2024-07-16,2024-07-16,Cancelled,35,7932.88,PayPal
564,2024-11-23,2024-11-23,Shipped,509,4386.97,Cash
565,2024-05-18,2024-05-18,Processing,641,8464.36,Cash
566,2024-09-06,2024-09-06,Shipped,446,9186.31,Credit Card
567,2024-05-25,2024-05-25,Cancelled,950,9467.56,Bank Transfer
568,2024-08-28,2024-08-28,Cancelled,755,599.69,PayPal
569,2024-01-23,2024-01-23,Cancelled,309,8375.49,Cash
570,2024-03-31,2024-03-31,Cancelled,355,2773.97,PayPal
571,2024-11-15,2024-11-15,Shipped,827,6885.72,Credit Card
572,2024-02-03,2024-02-03,On Hold,141,9935.83,Credit Card
573,2024-08-19,2024-08-19,Processing,423,9079.49,Cash
574,2024-04-08,2024-04-08,Cancelled,683,8708.14,Credit Card
575,2024-05-29,2024-05-29,Processing,708,4813.09,Credit Card
576,2024-06-13,2024-06-13,Processing,315,785.18,Credit Card
577,2024-06-13,2024-06-13,Processing,927,6813.27,Bank Transfer
578,2024-05-25,2024-05-25,Processing,343,9313.38,Cash
579,2024-06-23,2024-06-23,On Hold,733,8595.67,Credit Card
580,2024-04-02,2024-04-02,Cancelled,878,2655.29,Bank Transfer
581,2024-03-19,2024-03-19,Cancelled,245,7051.26,Credit Card
582,2024-08-16,2024-08-16,On Hold,990,3124.23,Bank Transfer
583,2024-09-22,2024-09-22,Cancelled,614,1545.38,PayPal
584,2024-01-28,2024-01-28,Shipped,184,8019.44,Credit Card
585,2024-05-16,2024-05-16,On Hold,137,2423.14,Cash
586,2024-06-05,2024-06-05,Shipped,66,8332.65,PayPal
587,2024-09-29,2024-09-29,Processing,127,9647.17,Bank Transfer
588,2024-08-04,2024-08-04,On Hold,681,7975.44,Cash
589,2024-10-02,2024-10-02,Processing,944,1153.78,PayPal
590,2024-04-15,2024-04-15,Shipped,26,6829.65,Bank Transfer
591,2024-01-31,2024-01-31,Processing,978,2110.96,PayPal
592,2024-11-13,2024-11-13,Shipped,575,3248.06,Cash
593,2024-02-28,2024-02-28,On Hold,374,6027.39,Credit Card
594,2024-07-27,2024-07-27,Processing,984,437.81,Cash
595,2024-05-06,2024-05-06,Cancelled,144,9166.34,Cash
596,2024-01-27,2024-01-27,Processing,781,1415.43,Credit Card
597,2024-10-31,2024-10-31,Cancelled,62,7603.56,Bank Transfer
598,2024-05-22,2024-05-22,On Hold,102,2580.07,Bank Transfer
599,2024-04-06,2024-04-06,Shipped,192,1869.67,Bank Transfer
600,2024-10-10,2024-10-10,Processing,232,5601.13,Cash
601,2024-05-04,2024-05-04,On Hold,330,980.0,Credit Card
602,2024-01-20,2024-01-20,Shipped,865,2017.05,Bank Transfer
603,2024-08-10,2024-08-10,Cancelled,646,2965.94,PayPal
604,2024-05-30,2024-05-30,Processing,512,2991.02,Bank Transfer
605,2024-08-01,2024-08-01,On Hold,669,5507.76,Bank Transfer
606,2024-02-26,2024-02-26,Shipped,503,3140.32,PayPal
607,2024-05-27,2024-05-27,Processing,363,2090.88,Cash
608,2024-04-09,2024-04-09,On Hold,975,459.88,Bank Transfer
609,2024-10-09,2024-10-09,Processing,249,405.03,PayPal
610,2024-01-07,2024-01-07,Cancelled,990,6337.93,Cash
611,2024-04-21,2024-04-21,On Hold,913,7957.92,Credit Card
612,2024-01-24,2024-01-24,On Hold,24,909.31,Credit Card
613,2024-05-10,2024-05-10,Cancelled,468,7244.37,PayPal
614,2024-08-14,2024-08-14,Cancelled,602,8335.1,Bank Transfer
615,2024-06-22,2024-06-22,On Hold,277,8217.5,Cash
616,2024-02-18,2024-02-18,Processing,141,6806.2,Credit Card
617,2024-04-26,2024-04-26,Shipped,700,5554.29,Cash
618,2024-01-19,2024-01-19,Cancelled,896,3594.5,PayPal
619,2024-09-08,2024-09-08,On Hold,352,5097.05,Credit Card
620,2024-02-05,2024-02-05,Processing,646,3499.58,Credit Card
621,2024-03-26,2024-03-26,Shipped,59,8576.56,Credit Card
622,2024-11-26,2024-11-26,Shipped,294,9686.11,Credit Card
623,2024-03-15,2024-03-15,Shipped,843,5532.23,PayPal
624,2024-05-22,2024-05-22,Processing,545,5207.7,Cash
625,2024-04-20,2024-04-20,Cancelled,238,691.17,PayPal
626,2024-03-23,2024-03-23,Processing,236,7788.63,PayPal
627,2024-04-14,2024-04-14,Processing,69,2661.42,Credit Card
628,2024-05-20,2024-05-20,Cancelled,515,4603.8,Credit Card
629,2024-02-13,2024-02-13,Cancelled,721,865.39,PayPal
630,2024-08-31,2024-08-31,Shipped,851,6037.78,PayPal
631,2024-09-03,2024-09-03,Processing,235,5078.67,PayPal
632,2024-01-13,2024-01-13,Processing,919,3625.19,PayPal
633,2024-08-21,2024-08-21,Processing,877,9856.83,PayPal
634,2024-02-13,2024-02-13,On Hold,867,3594.96,Cash
635,2024-09-04,2024-09-04,Processing,193,9134.04,Bank Transfer
636,2024-09-22,2024-09-22,Shipped,535,3584.42,Cash
637,2024-08-15,2024-08-15,On Hold,179,8118.63,Bank Transfer
638,2024-05-30,2024-05-30,Processing,515,7644.9,Cash
639,2024-11-23,2024-11-23,Shipped,406,5625.99,Bank Transfer
640,2024-07-08,2024-07-08,Cancelled,107,2068.37,Credit Card
641,2024-06-15,2024-06-15,Processing,899,6976.16,Credit Card
642,2024-06-08,2024-06-08,Processing,899,820.85,Credit Card
643,2024-05-12,2024-05-12,On Hold,169,7842.18,PayPal
644,2024-08-24,2024-08-24,On Hold,92,4962.18,Bank Transfer
645,2024-05-14,2024-05-14,Processing,363,3234.54,Credit Card
646,2024-03-26,2024-03-26,Cancelled,69,2019.43,Bank Transfer
647,2024-10-25,2024-10-25,Processing,484,4049.54,Cash
648,2024-01-15,2024-01-15,On Hold,642,9041.85,Bank Transfer
649,2024-11-08,2024-11-08,Cancelled,774,5223.84,Cash
650,2024-08-15,2024-08-15,On Hold,696,7498.2,Credit Card
651,2024-10-31,2024-10-31,Processing,209,3777.88,PayPal
652,2024-04-08,2024-04-08,Processing,345,4851.42,PayPal
653,2024-05-03,2024-05-03,Cancelled,885,9639.84,Credit Card
654,2024-10-22,2024-10-22,Cancelled,581,3021.78,Cash
655,2024-08-02,2024-08-02,Processing,902,4078.01,Bank Transfer
656,2024-11-11,2024-11-11,Shipped,878,2262.9,Credit Card
657,2024-11-20,2024-11-20,Cancelled,285,699.47,Credit Card
658,2024-04-04,2024-04-04,Shipped,12,7080.37,PayPal
659,2024-11-12,2024-11-12,Shipped,890,4431.22,Cash
660,2024-09-12,2024-09-12,On Hold,344,3562.91,Credit Card
661,2024-08-31,2024-08-31,Cancelled,308,8269.93,Cash
662,2024-10-21,2024-10-21,On Hold,632,9631.54,Cash
663,2024-02-27,2024-02-27,On Hold,929,4337.8,Cash
664,2024-06-10,2024-06-10,On Hold,77,6803.99,Cash
665,2024-10-10,2024-10-10,Cancelled,874,1573.99,Cash
666,2024-06-12,2024-06-12,On Hold,711,6878.2,Bank Transfer
667,2024-08-13,2024-08-13,On Hold,521,7869.12,Credit Card
668,2024-01-23,2024-01-23,Shipped,767,2094.04,Credit Card
669,2024-05-25,2024-05-25,Cancelled,589,1052.78,Credit Card
670,2024-04-22,2024-04-22,Shipped,868,8595.87,Bank Transfer
671,2024-02-20,2024-02-20,Cancelled,991,8965.96,Cash
672,2024-07-18,2024-07-18,Shipped,120,8378.32,PayPal
673,2024-11-03,2024-11-03,On Hold,144,6716.5,PayPal
674,2024-11-12,2024-11-12,On Hold,397,6501.87,PayPal
675,2024-01-10,2024-01-10,Processing,967,5118.89,Credit Card
676,2024-02-27,2024-02-27,Processing,976,1021.66,PayPal
677,2024-05-27,2024-05-27,Processing,519,6426.35,PayPal
678,2024-03-24,2024-03-24,On Hold,897,6038.91,Bank Transfer
679,2024-04-13,2024-04-13,Processing,854,5822.17,Bank Transfer
680,2024-10-17,2024-10-17,Shipped,657,6218.07,Bank Transfer
681,2024-07-27,2024-07-27,Cancelled,579,2629.35,Bank Transfer
682,2024-05-07,2024-05-07,Cancelled,565,8382.02,PayPal
683,2024-10-10,2024-10-10,Processing,652,2103.56,Credit Card
684,2024-11-15,2024-11-15,On Hold,340,1288.66,Credit Card
685,2024-05-19,2024-05-19,Shipped,548,716.49,PayPal
686,2024-08-06,2024-08-06,On Hold,377,7962.0,Bank Transfer
687,2024-03-28,2024-03-28,Shipped,938,9686.96,Cash
688,2024-04-30,2024-04-30,On Hold,153,8402.34,Credit Card
689,2024-03-14,2024-03-14,Cancelled,530,7231.06,Bank Transfer
690,2024-01-26,2024-01-26,On Hold,592,3227.43,PayPal
691,2024-06-06,2024-06-06,On Hold,817,1482.74,PayPal
692,2024-06-14,2024-06-14,Shipped,294,5193.78,Bank Transfer
693,2024-10-03,2024-10-03,On Hold,239,2242.61,Bank Transfer
694,2024-02-07,2024-02-07,Shipped,102,6017.68,Credit Card
695,2024-08-23,2024-08-23,Processing,150,9070.21,Credit Card
696,2024-04-14,2024-04-14,Shipped,9,964.29,PayPal
697,2024-06-17,2024-06-17,On Hold,617,6622.08,Bank Transfer
698,2024-01-08,2024-01-08,Shipped,713,7216.91,Cash
699,2024-02-01,2024-02-01,Shipped,320,7523.5,Credit Card
700,2024-04-27,2024-04-27,Cancelled,152,1855.41,Bank Transfer
701,2024-03-15,2024-03-15,Cancelled,998,8945.24,Credit Card
702,2024-08-07,2024-08-07,Processing,564,3898.96,Cash
703,2024-08-11,2024-08-11,On Hold,757,9882.14,Cash
704,2024-05-21,2024-05-21,Processing,74,6392.57,Cash
705,2024-01-02,2024-01-02,Cancelled,916,7484.62,Bank Transfer
706,2024-06-06,2024-06-06,On Hold,164,9377.41,PayPal
707,2024-10-07,2024-10-07,Cancelled,117,8533.56,Credit Card
708,2024-01-25,2024-01-25,On Hold,796,7478.04,PayPal
709,2024-07-12,2024-07-12,On Hold,868,576.51,Bank Transfer
710,2024-02-02,2024-02-02,Cancelled,101,2738.12,Cash
711,2024-11-13,2024-11-13,Processing,390,3267.06,Bank Transfer
712,2024-10-29,2024-10-29,Shipped,585,9225.91,PayPal
713,2024-04-12,2024-04-12,Cancelled,167,8189.33,PayPal
714,2024-07-05,2024-07-05,On Hold,690,8966.29,Credit Card
715,2024-09-27,2024-09-27,Cancelled,135,2001.2,Bank Transfer
716,2024-02-21,2024-02-21,Cancelled,161,3311.22,Credit Card
717,2024-08-09,2024-08-09,On Hold,691,128.99,PayPal
718,2024-06-28,2024-06-28,Cancelled,62,4647.6,PayPal
719,2024-09-26,2024-09-26,Shipped,674,2806.37,Cash
720,2024-01-13,2024-01-13,On Hold,419,3060.14,PayPal
721,2024-02-05,2024-02-05,Processing,787,5724.12,PayPal
722,2024-05-22,2024-05-22,On Hold,162,4018.28,PayPal
723,2024-08-27,2024-08-27,On Hold,570,4586.86,PayPal
724,2024-07-18,2024-07-18,Processing,927,3834.24,Cash
725,2024-03-13,2024-03-13,Processing,710,8274.82,Bank Transfer
726,2024-04-10,2024-04-10,On Hold,265,9535.66,PayPal
727,2024-09-25,2024-09-25,Shipped,457,5546.08,Bank Transfer
728,2024-07-12,2024-07-12,Shipped,583,4619.97,Cash
729,2024-09-29,2024-09-29,Cancelled,939,6493.77,Cash
730,2024-03-01,2024-03-01,Shipped,359,5077.74,Credit Card
731,2024-08-31,2024-08-31,Processing,384,3753.24,Bank Transfer
732,2024-04-06,2024-04-06,Processing,297,3291.1,Cash
733,2024-06-04,2024-06-04,Processing,547,4966.28,Cash
734,2024-10-25,2024-10-25,On Hold,510,6449.78,Cash
735,2024-05-20,2024-05-20,On Hold,472,9309.54,Bank Transfer
736,2024-02-27,2024-02-27,Cancelled,430,820.11,Bank Transfer
737,2024-10-19,2024-10-19,Shipped,399,5107.78,Bank Transfer
738,2024-02-29,2024-02-29,On Hold,650,2774.71,Cash
739,2024-11-14,2024-11-14,Processing,369,982.79,PayPal
740,2024-08-07,2024-08-07,Cancelled,378,3764.75,Cash
741,2024-09-10,2024-09-10,On Hold,915,3424.2,Credit Card
742,2024-11-22,2024-11-22,On Hold,256,476.27,Bank Transfer
743,2024-03-09,2024-03-09,Cancelled,193,4126.85,PayPal
744,2024-03-28,2024-03-28,Cancelled,848,8396.42,Bank Transfer
745,2024-07-06,2024-07-06,Processing,672,6306.85,Bank Transfer
746,2024-06-15,2024-06-15,On Hold,70,7715.89,Cash
747,2024-01-05,2024-01-05,Cancelled,557,5170.93,Bank Transfer
748,2024-06-25,2024-06-25,Cancelled,627,3734.31,Bank Transfer
749,2024-04-19,2024-04-19,Cancelled,259,4259.6,Credit Card
750,2024-01-11,2024-01-11,Cancelled,530,7491.0,Credit Card
751,2024-11-23,2024-11-23,Cancelled,393,8470.56,Credit Card
752,2024-08-26,2024-08-26,Processing,845,652.09,Bank Transfer
753,2024-10-16,2024-10-16,On Hold,859,3983.17,Cash
754,2024-05-30,2024-05-30,Shipped,585,837.24,Cash
755,2024-07-04,2024-07-04,Processing,224,5336.62,Credit Card
756,2024-03-08,2024-03-08,Processing,41,1413.02,Cash
757,2024-01-19,2024-01-19,Shipped,495,2332.81,Cash
758,2024-10-29,2024-10-29,Processing,685,4360.23,PayPal
759,2024-02-23,2024-02-23,Cancelled,287,834.84,Cash
760,2024-07-09,2024-07-09,On Hold,177,2479.97,Cash
761,2024-03-19,2024-03-19,Processing,126,3474.23,Credit Card
762,2024-02-26,2024-02-26,Shipped,612,6207.56,Bank Transfer
763,2024-04-10,2024-04-10,Cancelled,36,5983.31,Bank Transfer
764,2024-06-09,2024-06-09,Shipped,485,6399.09,Cash
765,2024-06-25,2024-06-25,On Hold,547,6075.42,Bank Transfer
766,2024-05-29,2024-05-29,Shipped,911,9532.9,Credit Card
767,2024-11-07,2024-11-07,On Hold,206,6540.88,Cash
768,2024-02-12,2024-02-12,Processing,295,3704.35,Cash
769,2024-01-25,2024-01-25,Processing,813,1878.48,Credit Card
770,2024-09-10,2024-09-10,Shipped,295,1665.4,Cash
771,2024-02-08,2024-02-08,Cancelled,246,6406.86,PayPal
772,2024-10-23,2024-10-23,Shipped,258,7060.5,Bank Transfer
773,2024-09-28,2024-09-28,On Hold,332,1332.39,Bank Transfer
774,2024-09-03,2024-09-03,Processing,699,6204.93,Cash
775,2024-04-01,2024-04-01,Cancelled,522,2368.28,Credit Card
776,2024-10-23,2024-10-23,Shipped,672,4851.13,Bank Transfer
777,2024-08-08,2024-08-08,Shipped,177,479.38,Credit Card
778,2024-06-22,2024-06-22,Shipped,540,4790.51,Credit Card
779,2024-03-25,2024-03-25,Processing,651,3427.37,PayPal
780,2024-10-30,2024-10-30,Shipped,697,887.01,PayPal
781,2024-09-19,2024-09-19,Processing,856,3411.14,Credit Card
782,2024-08-30,2024-08-30,On Hold,776,1482.95,PayPal
783,2024-08-02,2024-08-02,Cancelled,574,4034.37,Credit Card
784,2024-10-26,2024-10-26,Shipped,728,2481.34,Cash
785,2024-09-21,2024-09-21,Cancelled,340,1508.84,Bank Transfer
786,2024-03-17,2024-03-17,Shipped,766,3784.9,Credit Card
787,2024-03-23,2024-03-23,Processing,9,9568.46,PayPal
788,2024-01-16,2024-01-16,On Hold,585,6618.27,Bank Transfer
789,2024-06-11,2024-06-11,Processing,715,9218.31,Credit Card
790,2024-02-25,2024-02-25,Shipped,393,3102.97,Bank Transfer
791,2024-04-01,2024-04-01,Cancelled,295,810.85,Cash
792,2024-07-07,2024-07-07,On Hold,380,7732.36,PayPal
793,2024-03-29,2024-03-29,On Hold,802,4245.95,Bank Transfer
794,2024-04-30,2024-04-30,Processing,539,5392.47,PayPal
795,2024-09-25,2024-09-25,Cancelled,669,2647.28,Credit Card
796,2024-04-19,2024-04-19,On Hold,808,758.46,Credit Card
797,2024-01-13,2024-01-13,Cancelled,329,1988.99,Bank Transfer
798,2024-03-18,2024-03-18,Shipped,448,2319.1,Cash
799,2024-06-19,2024-06-19,Processing,125,4989.02,PayPal
800,2024-04-11,2024-04-11,Cancelled,552,9426.08,Credit Card
801,2024-07-01,2024-07-01,Cancelled,419,8065.78,Cash
